"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","shared_domain","uid1_Pfam_domain","uid2_Pfam_domain","test","string","test2","pairwise_identity","X3d","complex_3d","3d","ecs_complete","ecs_anomaly"
"4424",320922,"ENSG00000197444","OGDHL","Q9ULD0","OGDHL_HUMAN",1010,"Homo sapiens (Human)",0.2,3802.2,3.76455445544554,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/OGDHL_HUMAN_1-1010_b0.2/align/OGDHL_HUMAN_1-1010_b0.2","ENSG00000101084","RAB5IF","Q9BUV8","RCAF1_HUMAN",137,"Homo sapiens (Human)",0.2,914.7,6.67664233576642,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RCAF1_HUMAN_1-137_b0.2/align/RCAF1_HUMAN_1-137_b0.2","sepmito_00320922",1,1010,1,137,NA,"PF16078;PF00676;PF16870;PF02779;","PF07019;","Q9ULD0 Q9BUV8",0,"Q9BUV8 Q9ULD0",5.5,NA,NA,NA,"Complete"," "
"1988",889597,"ENSG00000160124","CCDC58","Q4VC31","CCD58_HUMAN",144,"Homo sapiens (Human)",0.3,474.1,3.29236111111111,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CCD58_HUMAN_1-144_b0.3/align/CCD58_HUMAN_1-144_b0.3","ENSG00000137411","VARS2","Q5ST30","SYVM_HUMAN",1063,"Homo sapiens (Human)",0.2,16783.7,15.7889934148636,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SYVM_HUMAN_1-1063_b0.2/align/SYVM_HUMAN_1-1063_b0.2","sepmito_00889597",1,144,1,1063,NA,"PF09774;","PF08264;PF00133;","Q4VC31 Q5ST30",0,"Q5ST30 Q4VC31",5.2,NA,NA,NA,"Complete"," "
"1318",69617,"ENSG00000111058","ACSS3","Q9H6R3","ACSS3_HUMAN",686,"Homo sapiens (Human)",0.5,14569.3,21.2380466472303,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ACSS3_HUMAN_1-686_b0.5/align/ACSS3_HUMAN_1-686_b0.5","ENSG00000123689","G0S2","P27469","G0S2_HUMAN",103,"Homo sapiens (Human)",0.2,7202.1,69.9233009708738,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/G0S2_HUMAN_1-103_b0.2/align/G0S2_HUMAN_1-103_b0.2","sepmito_00069617",1,686,1,103,NA,"PF16177;PF00501;PF13193;","PF15103;","Q9H6R3 P27469",0,"P27469 Q9H6R3",5.8,NA,NA,NA,"Complete"," "
"1128",1276168,"ENSG00000134326","CMPK2","Q5EBM0","CMPK2_HUMAN",449,"Homo sapiens (Human)",0.2,104.5,0.232739420935412,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CMPK2_HUMAN_1-449_b0.2/align/CMPK2_HUMAN_1-449_b0.2","ENSG00000130255","RPL36","Q9Y3U8","RL36_HUMAN",105,"Homo sapiens (Human)",0.2,382.6,3.64380952380952,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RL36_HUMAN_1-105_b0.2/align/RL36_HUMAN_1-105_b0.2","sepmito_01276168",1,449,1,105,NA,"PF02223;","PF01158;","Q5EBM0 Q9Y3U8",0,"Q9Y3U8 Q5EBM0",7.8,NA,NA,NA,"Complete"," "
"3051",644278,"ENSG00000179988","PSTK","Q8IV42","PSTK_HUMAN",348,"Homo sapiens (Human)",0.2,1033.1,2.96867816091954,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PSTK_HUMAN_1-348_b0.2/align/PSTK_HUMAN_1-348_b0.2","ENSG00000267855","NDUFA7","O95182","NDUA7_HUMAN",113,"Homo sapiens (Human)",0.2,467.4,4.13628318584071,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA7_HUMAN_1-113_b0.2/align/NDUA7_HUMAN_1-113_b0.2","sepmito_00644278",1,348,1,113,NA,"PF08433;","PF07347;","Q8IV42 O95182",0,"O95182 Q8IV42",8,NA,NA,NA,"Complete"," "
"3001",1050314,"ENSG00000141367","CLTC","Q00610","CLH1_HUMAN",1675,"Homo sapiens (Human)",0.3,252.2,0.150567164179104,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CLH1_HUMAN_1-1675_b0.3/align/CLH1_HUMAN_1-1675_b0.3","ENSG00000130770","ATP5IF1","Q9UII2","ATIF1_HUMAN",106,"Homo sapiens (Human)",0.2,1098.6,10.3641509433962,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATIF1_HUMAN_1-106_b0.2/align/ATIF1_HUMAN_1-106_b0.2","sepmito_01050314",1,1675,1,106,NA,"PF00637;PF09268;PF01394;","PF04568;","Q00610 Q9UII2",0,"Q9UII2 Q00610",3.3,NA,NA,NA,"Complete"," "
"324",869961,"ENSG00000100335","MIEF1","Q9NQG6","MID51_HUMAN",463,"Homo sapiens (Human)",0.2,501.2,1.08250539956803,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MID51_HUMAN_1-463_b0.2/align/MID51_HUMAN_1-463_b0.2","ENSG00000198015","MRPL42","Q9Y6G3","RM42_HUMAN",142,"Homo sapiens (Human)",0.2,188.4,1.32676056338028,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM42_HUMAN_1-142_b0.2/align/RM42_HUMAN_1-142_b0.2","sepmito_00869961",1,463,1,142,NA,"PF03281;","PF10210;","Q9NQG6 Q9Y6G3",0,"Q9Y6G3 Q9NQG6",9.7,NA,NA,NA,"Complete"," "
"2146",1354914,"ENSG00000131149","GSE1","Q14687","GSE1_HUMAN",1217,"Homo sapiens (Human)",0.2,58,0.047658175842235,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GSE1_HUMAN_1-1217_b0.2/align/GSE1_HUMAN_1-1217_b0.2","ENSG00000169860","P2RY1","P47900","P2RY1_HUMAN",373,"Homo sapiens (Human)",0.2,36549.8,97.9887399463807,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/P2RY1_HUMAN_1-373_b0.2/align/P2RY1_HUMAN_1-373_b0.2","sepmito_01354914",1,1217,1,373,NA,"PF12540;","PF00001;","Q14687 P47900",0,"P47900 Q14687",9.4,NA,NA,NA,"Complete"," "
"292",1255361,"ENSG00000163617","KIAA1407","Q8NCU4","CC191_HUMAN",936,"Homo sapiens (Human)",0.2,115.6,0.123504273504273,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CC191_HUMAN_1-936_b0.2/align/CC191_HUMAN_1-936_b0.2","ENSG00000126709","IFI6","P09912","IFI6_HUMAN",130,"Homo sapiens (Human)",0.2,1335.3,10.2715384615385,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/IFI6_HUMAN_1-130_b0.2/align/IFI6_HUMAN_1-130_b0.2","sepmito_01255361",1,936,1,130,NA,NA,"PF06140;","Q8NCU4 P09912",0,"P09912 Q8NCU4",4.6,NA,NA,NA,"Complete"," "
"947",1234832,"ENSG00000188906","LRRK2","Q5S007","LRRK2_HUMAN",2527,"Homo sapiens (Human)",0.1,128,0.0506529481598734,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/LRRK2_HUMAN_1-2527_b0.1/align/LRRK2_HUMAN_1-2527_b0.1","ENSG00000174177","CTU2","Q2VPK5","CTU2_HUMAN",515,"Homo sapiens (Human)",0.2,821.3,1.5947572815534,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CTU2_HUMAN_1-515_b0.2/align/CTU2_HUMAN_1-515_b0.2","sepmito_01234832",1,2527,1,515,NA,"PF16095;PF12799;PF13855;PF00069;","PF10288;","Q5S007 Q2VPK5",0,"Q2VPK5 Q5S007",7.2,NA,NA,NA,"Complete"," "
"2741",940203,"ENSG00000180389","ATP5EP2","Q5VTU8","AT5EL_HUMAN",51,"Homo sapiens (Human)",0.4,387,7.58823529411765,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AT5EL_HUMAN_1-51_b0.4/align/AT5EL_HUMAN_1-51_b0.4","ENSG00000166548","TK2","O00142","KITM_HUMAN",265,"Homo sapiens (Human)",0.2,17039.6,64.3003773584906,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KITM_HUMAN_1-265_b0.2/align/KITM_HUMAN_1-265_b0.2","sepmito_00940203",1,51,1,265,NA,"PF04627;","PF01712;","Q5VTU8 O00142",0,"O00142 Q5VTU8",6.4,NA,NA,NA,"Complete"," "
"3870",1202073,"ENSG00000036448","MYOM2","P54296","MYOM2_HUMAN",1465,"Homo sapiens (Human)",0.4,148.8,0.101569965870307,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MYOM2_HUMAN_1-1465_b0.4/align/MYOM2_HUMAN_1-1465_b0.4","ENSG00000257218","GATC","O43716","GATC_HUMAN",136,"Homo sapiens (Human)",0.2,8243.6,60.6147058823529,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GATC_HUMAN_1-136.0_b0.2/align/GATC_HUMAN_1-136.0_b0.2","sepmito_01202073",1,1465,1,136,NA,"PF00041;PF07679;","PF02686;","P54296 O43716",0,"O43716 P54296",4.1,NA,NA,NA,"Complete"," "
"2396",462941,"ENSG00000072274","TFRC","P02786","TFR1_HUMAN",760,"Homo sapiens (Human)",0.2,2109.9,2.77618421052632,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TFR1_HUMAN_1-760_b0.2/align/TFR1_HUMAN_1-760_b0.2","ENSG00000182512","GLRX5","Q86SX6","GLRX5_HUMAN",157,"Homo sapiens (Human)",0.2,8049.6,51.2713375796178,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GLRX5_HUMAN_1-157_b0.2/align/GLRX5_HUMAN_1-157_b0.2","sepmito_00462941",1,760,1,157,NA,"PF02225;PF04389;PF04253;","PF00462;","P02786 Q86SX6",0,"Q86SX6 P02786",8.8,NA,NA,NA,"Complete"," "
"2453",575696,"ENSG00000167658","EEF2","P13639","EF2_HUMAN",858,"Homo sapiens (Human)",0.2,1329,1.54895104895105,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/EF2_HUMAN_1-858_b0.2/align/EF2_HUMAN_1-858_b0.2","ENSG00000212907","MT-ND4L","P03901","NU4LM_HUMAN",98,"Homo sapiens (Human)",0.2,8835.6,90.1591836734694,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NU4LM_HUMAN_1-98_b0.2/align/NU4LM_HUMAN_1-98_b0.2","sepmito_00575696",1,858,1,98,NA,"PF00679;PF14492;PF03764;PF00009;PF03144;","PF00420;","P13639 P03901",0,"P03901 P13639",4.3,NA,NA,NA,"Complete"," "
"2213",737762,"ENSG00000213221","DNLZ","Q5SXM8","DNLZ_HUMAN",178,"Homo sapiens (Human)",0.2,747.1,4.19719101123596,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DNLZ_HUMAN_1-178.0_b0.2/align/DNLZ_HUMAN_1-178.0_b0.2","ENSG00000011376","LARS2","Q15031","SYLM_HUMAN",903,"Homo sapiens (Human)",0.2,7556.9,8.36866002214839,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SYLM_HUMAN_1-903_b0.2/align/SYLM_HUMAN_1-903_b0.2","sepmito_00737762",1,178,1,903,NA,"PF05180;","PF08264;PF00133;","Q5SXM8 Q15031",0,"Q15031 Q5SXM8",6.1,NA,NA,NA,"Complete"," "
"3170",461808,"ENSG00000185973","TMLHE","Q9NVH6","TMLH_HUMAN",421,"Homo sapiens (Human)",0.2,2119.1,5.03349168646081,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TMLH_HUMAN_1-421_b0.2/align/TMLH_HUMAN_1-421_b0.2","ENSG00000169567","HINT1","P49773","HINT1_HUMAN",126,"Homo sapiens (Human)",0.6,11779.2,93.4857142857143,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/HINT1_HUMAN_1-126_b0.6/align/HINT1_HUMAN_1-126_b0.6","sepmito_00461808",1,421,1,126,NA,"PF06155;PF02668;","PF01230;","Q9NVH6 P49773",0,"P49773 Q9NVH6",7.6,NA,NA,NA,"Complete"," "
"3611",789531,"ENSG00000167283","ATP5MG","O75964","ATP5L_HUMAN",103,"Homo sapiens (Human)",0.2,649.7,6.30776699029126,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP5L_HUMAN_1-103_b0.2/align/ATP5L_HUMAN_1-103_b0.2","ENSG00000170312","CDK1","P06493","CDK1_HUMAN",297,"Homo sapiens (Human)",0.6,24068.5,81.0387205387205,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CDK1_HUMAN_1-297_b0.6/align/CDK1_HUMAN_1-297_b0.6","sepmito_00789531",1,103,1,297,NA,"PF04718;","PF00069;","O75964 P06493",0,"P06493 O75964",9.4,NA,NA,NA,"Complete"," "
"4309",317569,"ENSG00000105953","OGDH","Q02218","ODO1_HUMAN",1023,"Homo sapiens (Human)",0.5,3891.4,3.8039100684262,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ODO1_HUMAN_1-1023_b0.5/align/ODO1_HUMAN_1-1023_b0.5","ENSG00000174886","NDUFA11","Q86Y39","NDUAB_HUMAN",141,"Homo sapiens (Human)",0.2,2616.4,18.5560283687943,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUAB_HUMAN_1-141_b0.2/align/NDUAB_HUMAN_1-141_b0.2","sepmito_00317569",1,1023,1,141,NA,"PF16078;PF00676;PF16870;PF02779;",NA,"Q02218 Q86Y39",0,"Q86Y39 Q02218",6,NA,NA,NA,"Complete"," "
"3483",836411,"ENSG00000164124","TMEM144","Q7Z5S9","TM144_HUMAN",345,"Homo sapiens (Human)",0.2,550.2,1.59478260869565,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TM144_HUMAN_1-345_b0.2/align/TM144_HUMAN_1-345_b0.2","ENSG00000184076","UQCR10","Q9UDW1","QCR9_HUMAN",63,"Homo sapiens (Human)",0.2,2415.6,38.3428571428571,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QCR9_HUMAN_1-63_b0.2/align/QCR9_HUMAN_1-63_b0.2","sepmito_00836411",1,345,1,63,NA,"PF07857;","PF05365;","Q7Z5S9 Q9UDW1",0,"Q9UDW1 Q7Z5S9",5.8,NA,NA,NA,"Complete"," "
"504",470019,"ENSG00000124164","VAPB","O95292","VAPB_HUMAN",243,"Homo sapiens (Human)",0.2,1974,8.12345679012346,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/VAPB_HUMAN_1-243_b0.2/align/VAPB_HUMAN_1-243_b0.2","ENSG00000197150","ABCB8","Q9NUT2","MITOS_HUMAN",735,"Homo sapiens (Human)",0.8,17650.3,24.0140136054422,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MITOS_HUMAN_1-735_b0.8/align/MITOS_HUMAN_1-735_b0.8","sepmito_00470019",1,243,1,735,NA,"PF00635;","PF00664;PF00005;","O95292 Q9NUT2",0,"Q9NUT2 O95292",8.2,NA,NA,NA,"Complete"," "
"2267",99196,"ENSG00000100596","SPTLC2","O15270","SPTC2_HUMAN",562,"Homo sapiens (Human)",0.2,11702,20.8220640569395,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SPTC2_HUMAN_1-562_b0.2/align/SPTC2_HUMAN_1-562_b0.2","ENSG00000183648","NDUFB1","O75438","NDUB1_HUMAN",58,"Homo sapiens (Human)",0.3,3387.7,58.4086206896552,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUB1_HUMAN_1-58_b0.3/align/NDUB1_HUMAN_1-58_b0.3","sepmito_00099196",1,562,1,58,NA,"PF00155;","PF08040;","O15270 O75438",0,"O75438 O15270",4.1,NA,NA,NA,"Complete"," "
"3715",1305666,"ENSG00000179933","C14ORF119","Q9NWQ9","CN119_HUMAN",140,"Homo sapiens (Human)",0.2,92.6,0.661428571428571,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CN119_HUMAN_1-140_b0.2/align/CN119_HUMAN_1-140_b0.2","ENSG00000124615","MOCS1","Q9NZB8","MOCS1_HUMAN",636,"Homo sapiens (Human)",0.5,3699.4,5.81666666666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MOCS1_HUMAN_1-636_b0.5/align/MOCS1_HUMAN_1-636_b0.5","sepmito_01305666",1,140,1,636,NA,"PF14969;","PF01967;PF06463;PF04055;","Q9NWQ9 Q9NZB8",0,"Q9NZB8 Q9NWQ9",8.3,NA,NA,NA,"Complete"," "
"323",10813,"ENSG00000247626","MARS2","Q96GW9","SYMM_HUMAN",593,"Homo sapiens (Human)",0.3,27575.7,46.502023608769,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SYMM_HUMAN_1-593_b0.3/align/SYMM_HUMAN_1-593_b0.3","ENSG00000228253","MT-ATP8","P03928","ATP8_HUMAN",68,"Homo sapiens (Human)",0.3,6311,92.8088235294118,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP8_HUMAN_1-68_b0.3/align/ATP8_HUMAN_1-68_b0.3","sepmito_00010813",1,593,1,68,NA,"PF09334;","PF00895;","Q96GW9 P03928",0,"P03928 Q96GW9",4.7,NA,NA,NA,"Complete"," "
"2370",438555,"ENSG00000095321","CRAT","P43155","CACP_HUMAN",626,"Homo sapiens (Human)",0.2,2305.2,3.68242811501597,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CACP_HUMAN_1-626_b0.2/align/CACP_HUMAN_1-626_b0.2","ENSG00000186150","UBL4B","Q8N7F7","UBL4B_HUMAN",174,"Homo sapiens (Human)",0.2,4054.8,23.3034482758621,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/UBL4B_HUMAN_1-174_b0.2/align/UBL4B_HUMAN_1-174_b0.2","sepmito_00438555",1,626,1,174,NA,"PF00755;","PF17840;PF00240;","P43155 Q8N7F7",0,"Q8N7F7 P43155",9.3,NA,NA,NA,"Complete"," "
"2766",453494,"ENSG00000078618","NRDC","O43847","NRDC_HUMAN",1151,"Homo sapiens (Human)",0.2,2155.1,1.87237185056473,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NRDC_HUMAN_1-1151_b0.2/align/NRDC_HUMAN_1-1151_b0.2","ENSG00000138495","COX17","Q14061","COX17_HUMAN",63,"Homo sapiens (Human)",0.2,3311.9,52.5698412698413,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX17_HUMAN_1-63_b0.2/align/COX17_HUMAN_1-63_b0.2","sepmito_00453494",1,1151,1,63,NA,"PF00675;PF05193;PF16187;","PF05051;","O43847 Q14061",0,"Q14061 O43847",3.1,NA,NA,NA,"Complete"," "
"1974",1326236,"ENSG00000114857","NKTR","P30414","NKTR_HUMAN",1462,"Homo sapiens (Human)",0.2,79.3,0.0542407660738714,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NKTR_HUMAN_1-1462_b0.2/align/NKTR_HUMAN_1-1462_b0.2","ENSG00000198899","MT-ATP6","P00846","ATP6_HUMAN",226,"Homo sapiens (Human)",0.2,9457.4,41.8469026548673,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP6_HUMAN_1-226_b0.2/align/ATP6_HUMAN_1-226_b0.2","sepmito_01326236",1,1462,1,226,NA,"PF00160;","PF00119;","P30414 P00846",0,"P00846 P30414",4.9,NA,NA,NA,"Complete"," "
"1656",469475,"ENSG00000127952","STYXL1","Q9Y6J8","STYL1_HUMAN",313,"Homo sapiens (Human)",0.2,1988.1,6.3517571884984,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/STYL1_HUMAN_1-313.0_b0.2/align/STYL1_HUMAN_1-313.0_b0.2","ENSG00000166920","C15ORF48","Q9C002","NMES1_HUMAN",83,"Homo sapiens (Human)",0.2,6452.7,77.7433734939759,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NMES1_HUMAN_1-83_b0.2/align/NMES1_HUMAN_1-83_b0.2","sepmito_00469475",1,313,1,83,NA,"PF00782;PF00581;","PF06522;","Q9Y6J8 Q9C002",0,"Q9C002 Q9Y6J8",8,NA,NA,NA,"Complete"," "
"4198",421551,"ENSG00000143199","ADCY10","Q96PN6","ADCYA_HUMAN",1610,"Homo sapiens (Human)",0.2,2432.4,1.51080745341615,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ADCYA_HUMAN_1-1610_b0.2/align/ADCYA_HUMAN_1-1610_b0.2","ENSG00000125246","CLYBL","Q8N0X4","CLYBL_HUMAN",340,"Homo sapiens (Human)",0.2,8775.1,25.8091176470588,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CLYBL_HUMAN_1-340_b0.2/align/CLYBL_HUMAN_1-340_b0.2","sepmito_00421551",1,1610,1,340,NA,"PF00211;","PF03328;","Q96PN6 Q8N0X4",0,"Q8N0X4 Q96PN6",7.9,NA,NA,NA,"Complete"," "
"836",985797,"ENSG00000008311","AASS","Q9UDR5","AASS_HUMAN",926,"Homo sapiens (Human)",0.4,329.1,0.355399568034557,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AASS_HUMAN_1-926_b0.4/align/AASS_HUMAN_1-926_b0.4","ENSG00000136522","MRPL47","Q9HD33","RM47_HUMAN",250,"Homo sapiens (Human)",0.3,563.1,2.2524,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM47_HUMAN_1-250_b0.3/align/RM47_HUMAN_1-250_b0.3","sepmito_00985797",1,926,1,250,NA,"PF05222;PF16653;PF03435;","PF06984;","Q9UDR5 Q9HD33",0,"Q9HD33 Q9UDR5",9.5,NA,NA,NA,"Complete"," "
"1644",415069,"ENSG00000132837","DMGDH","Q9UI17","M2GD_HUMAN",866,"Homo sapiens (Human)",0.2,2496.5,2.88279445727483,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/M2GD_HUMAN_1-866_b0.2/align/M2GD_HUMAN_1-866_b0.2","ENSG00000173436","MICOS10","Q5TGZ0","MIC10_HUMAN",78,"Homo sapiens (Human)",0.3,321.7,4.12435897435897,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MIC10_HUMAN_1-78_b0.3/align/MIC10_HUMAN_1-78_b0.3","sepmito_00415069",1,866,1,78,NA,"PF01266;PF16350;PF01571;PF08669;","PF04418;","Q9UI17 Q5TGZ0",0,"Q5TGZ0 Q9UI17",3.7,NA,NA,NA,"Complete"," "
"3884",476705,"ENSG00000185633","NDUFA4L2","Q9NRX3","NUA4L_HUMAN",87,"Homo sapiens (Human)",0.2,1918.5,22.051724137931,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NUA4L_HUMAN_1-87_b0.2/align/NUA4L_HUMAN_1-87_b0.2","ENSG00000198074","AKR1B10","O60218","AK1BA_HUMAN",316,"Homo sapiens (Human)",0.5,22496,71.1898734177215,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AK1BA_HUMAN_1-316_b0.5/align/AK1BA_HUMAN_1-316_b0.5","sepmito_00476705",1,87,1,316,NA,"PF06522;","PF00248;","Q9NRX3 O60218",0,"O60218 Q9NRX3",8.2,NA,NA,NA,"Complete"," "
"956",1161751,"ENSG00000107020","PLGRKT","Q9HBL7","PLRKT_HUMAN",147,"Homo sapiens (Human)",0.2,178,1.2108843537415,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PLRKT_HUMAN_1-147_b0.2/align/PLRKT_HUMAN_1-147_b0.2","ENSG00000136758","YME1L1","Q96TA2","YMEL1_HUMAN",773,"Homo sapiens (Human)",0.5,6684.7,8.6477360931436,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/YMEL1_HUMAN_1-773_b0.5/align/YMEL1_HUMAN_1-773_b0.5","sepmito_01161751",1,147,1,773,NA,"PF10166;","PF00004;PF17862;PF01434;","Q9HBL7 Q96TA2",0,"Q96TA2 Q9HBL7",6.7,NA,NA,NA,"Complete"," "
"792",178435,"ENSG00000166347","CYB5A","P00167","CYB5_HUMAN",134,"Homo sapiens (Human)",0.2,7508.9,56.0365671641791,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CYB5_HUMAN_1-134_b0.2/align/CYB5_HUMAN_1-134_b0.2","ENSG00000137944","KYAT3","Q6YP21","KAT3_HUMAN",454,"Homo sapiens (Human)",0.5,31451.3,69.2759911894273,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KAT3_HUMAN_1-454_b0.5/align/KAT3_HUMAN_1-454_b0.5","sepmito_00178435",1,134,1,454,NA,"PF00173;","PF00155;","P00167 Q6YP21",0,"Q6YP21 P00167",9.7,NA,NA,NA,"Complete"," "
"164",1243848,"ENSG00000111639","MRPL51","Q4U2R6","RM51_HUMAN",128,"Homo sapiens (Human)",0.3,122.1,0.95390625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM51_HUMAN_1-128_b0.3/align/RM51_HUMAN_1-128_b0.3","ENSG00000124608","AARS2","Q5JTZ9","SYAM_HUMAN",985,"Homo sapiens (Human)",0.3,7961.2,8.08243654822335,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SYAM_HUMAN_1-985_b0.3/align/SYAM_HUMAN_1-985_b0.3","sepmito_01243848",1,128,1,985,NA,"PF10244;","PF01411;PF07973;","Q4U2R6 Q5JTZ9",0,"Q5JTZ9 Q4U2R6",5,NA,NA,NA,"Complete"," "
"2603",93388,"ENSG00000176715","ACSF3","Q4G176","ACSF3_HUMAN",576,"Homo sapiens (Human)",0.7,11931.5,20.7144097222222,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ACSF3_HUMAN_1-576_b0.7/align/ACSF3_HUMAN_1-576_b0.7","ENSG00000124172","ATP5F1E","P56381","ATP5E_HUMAN",51,"Homo sapiens (Human)",0.2,4661.9,91.4098039215686,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP5E_HUMAN_1-51_b0.2/align/ATP5E_HUMAN_1-51_b0.2","sepmito_00093388",1,576,1,51,NA,"PF00501;PF13193;","PF04627;","Q4G176 P56381",0,"P56381 Q4G176",3.1,NA,NA,NA,"Complete"," "
